SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_EMPLOYED,BURO_DAYS_CREDIT_UPDATE_MEAN,DAYS_EMPLOYED_PERC,ACTIVE_DAYS_CREDIT_MEAN,REGION_RATING_CLIENT_W_CITY,NAME_INCOME_TYPE_Working,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,NAME_EDUCATION_TYPE_Higher education,PREV_CODE_REJECT_REASON_SCOFR_MEAN,DAYS_LAST_PHONE_CHANGE,CODE_GENDER,APPROVED_DAYS_DECISION_MIN,DAYS_ID_PUBLISH,predict_proba,predict,Demande_credit
163907,0.2353105173615833,0.1903536500108488,0.5,-10848,0.0,-2087.0,-140.75,0.1923856932153392,-442.0,2,1,0.3333333333333333,1,0.0,-446.0,0,-1727.0,-2005,0.74484116,1,Refusée
163934,0.6178261467332483,0.3998382592540258,0.5,-15897,0.5,-583.0,-1023.8333333333334,0.0366735862112348,-689.0,2,1,0.25,0,0.0,-611.0,0,-611.0,-4460,0.72750276,1,Refusée
163965,0.2692857999073816,0.4912939988353914,0.6666666666666666,-19513,0.25,-1103.0,-704.0666666666667,0.0565264182852457,-475.8,3,0,0.0,0,0.0,-1075.0,0,-2860.0,-3030,0.6287323,1,Refusée
163988,,0.4350739380118343,,-8256,0.0,-983.0,,0.1190649224806201,,2,1,0.0,0,0.0,-378.0,0,-676.0,-866,0.5745447,1,Refusée
163989,0.511891801533151,0.4575662874378743,0.5,-15705,0.1666666666666666,-589.0,-448.5,0.0375039796243234,-240.0,2,1,0.0,0,0.0,-1314.0,0,-2468.0,-5237,0.56004006,1,Refusée
164106,,0.057347533914273,,-9306,0.6666666666666666,-905.0,,0.0972490866107887,,3,1,0.0,0,0.6666666666666666,0.0,1,-504.0,-1981,0.8300296,1,Refusée
164117,0.2498850627504553,0.3054006658212913,1.0,-14819,0.0,-903.0,-831.0,0.0609352857817666,,3,1,0.0,0,0.0,-2854.0,1,-2854.0,-4680,0.6341254,1,Refusée
164133,0.6296742509538716,0.4148508609012869,0.0,-11483,0.5,-957.0,-116.0,0.0833405904380388,-506.0,3,0,0.0,0,0.5,0.0,1,-531.0,-1702,0.7044496,1,Refusée
164147,,0.5976281554320185,,-20785,0.25,,,,,2,0,0.0,0,0.0,0.0,0,-252.0,-375,0.6262768,1,Refusée
164148,0.221335206354466,0.5542433122649527,0.3333333333333333,-24160,0.2,,-100.33333333333331,,-256.5,2,0,0.2,0,0.0,-1242.0,0,-1242.0,-5462,0.577916,1,Refusée
164150,,0.2153933757478088,0.0,-10792,0.0,-663.0,-46.0,0.0614343958487768,-220.0,2,1,0.0,1,0.0,-293.0,0,-293.0,-1735,0.7095981,1,Refusée
164152,0.4507472818545589,0.4868734173045201,0.0,-14542,0.25,-441.0,-5.0,0.0303259524136982,-167.0,2,1,0.0,0,0.0,-2726.0,0,-2726.0,-4961,0.58965635,1,Refusée
164156,0.2955826421513093,0.4145323956819023,0.5,-11328,0.0,-1154.0,-181.0,0.1018714689265536,-203.0,2,0,0.0,0,0.0,0.0,0,-1302.0,-396,0.6664508,1,Refusée
164166,0.1735274304649146,0.5151514778524197,0.6666666666666666,-10756,0.3103448275862069,-644.0,-517.2857142857143,0.0598735589438452,-843.2857142857143,2,0,0.1724137931034483,0,0.1379310344827586,0.0,1,-2725.0,-3439,0.7173821,1,Refusée
164207,0.228883416700673,0.0426698367494666,0.2,-9525,0.4666666666666667,-867.0,-215.4,0.0910236220472441,-415.75,2,0,0.2,0,0.0,-17.0,0,-804.0,-869,0.86044204,1,Refusée
164240,0.5849900404894085,0.2935248386073387,0.8,-12141,0.5,-480.0,-420.2,0.0395354583642204,-224.0,3,1,0.4,1,0.0,-1602.0,0,-2358.0,-4690,0.6441991,1,Refusée
164276,0.6313545365850379,0.2282355666327582,0.6666666666666666,-11575,0.0,-1684.0,-480.3333333333333,0.1454859611231101,-160.0,2,1,0.0,1,0.0,-1143.0,0,-1143.0,-3843,0.5420242,1,Refusée
164281,0.190705947811054,0.5398528377289878,0.0,-9768,0.0,-1083.0,-39.0,0.1108722358722358,-132.0,2,0,0.0,0,0.0,-808.0,1,-808.0,-2409,0.6739123,1,Refusée
164300,0.1624419982223248,0.6855203533072975,0.6111111111111112,-12874,0.3333333333333333,-956.0,-246.61111111111111,0.0742581948112474,-706.0,2,1,0.0,0,0.0,-793.0,0,-793.0,-3245,0.6505818,1,Refusée
164305,0.1674084472266241,0.6077234374525043,0.7692307692307693,-17767,0.0,-448.0,-930.7692307692308,0.0252152867676028,-524.0,2,0,0.0,0,0.0,-1961.0,0,-1961.0,-1306,0.6406589,1,Refusée
164343,0.2594676548211199,0.3852030679450741,0.5714285714285714,-21505,0.0,-7563.0,-696.0952380952381,0.3516856544989537,-918.2222222222222,2,1,0.0,0,0.0,-2057.0,0,-2296.0,-987,0.63523716,1,Refusée
164373,0.4101025731788671,0.4568336644928394,1.0,-17496,0.4285714285714285,-4491.0,-698.875,0.2566872427983539,,2,1,0.0,0,0.0,-1967.0,0,-2718.0,-1050,0.59468746,1,Refusée
164410,0.4650692149562261,0.0178314110990564,0.3333333333333333,-19474,0.0,,-392.6666666666667,,-484.5,2,0,0.0,0,0.0,-697.0,0,-697.0,-2952,0.7985752,1,Refusée
164445,0.4365064990977374,0.3922645154140593,0.25,-20344,0.0,,-130.0,,-457.3333333333333,2,0,0.0,0,0.0,-443.0,0,-443.0,-1869,0.6177331,1,Refusée
164513,,0.3431803158447429,,-13150,0.0,-1364.0,,0.1037262357414448,,3,1,0.0,0,0.0,-588.0,0,-588.0,-287,0.78134376,1,Refusée
164526,,0.1191522575701222,1.0,-12482,0.4,-2590.0,-93.0,0.2074987982695081,,2,1,0.2,0,0.0,-518.0,0,-1630.0,-4177,0.781743,1,Refusée
164528,,0.1503775964478831,1.0,-13647,0.0,-227.0,-5.0,0.0166336923866051,,3,1,0.0,1,0.0,0.0,0,-164.0,-4961,0.75195694,1,Refusée
164555,0.1221797440301585,0.2694410361652425,0.0,-8929,0.2857142857142857,-1331.0,-16.0,0.1490648448874454,-503.0,2,1,0.0,0,0.1428571428571428,0.0,1,-2177.0,-908,0.7997933,1,Refusée
164568,0.3723336657058204,0.2379643131162123,0.3333333333333333,-13849,0.0,-1325.0,-184.33333333333331,0.0956747779623077,-366.5,2,1,0.0,0,0.0,-651.0,1,-651.0,-4683,0.6959884,1,Refusée
164571,0.2263473957097693,0.3804085521120527,0.5,-8754,0.0,-1171.0,-58.0,0.1337674206077221,-109.0,2,0,0.0,0,0.0,-982.0,0,-982.0,-1422,0.58872813,1,Refusée
164572,0.3001077565791181,0.1935042884488817,0.3333333333333333,-8063,0.0,-968.0,-101.0,0.1200545702592087,-419.0,2,1,0.0,0,0.0,-817.0,1,-817.0,-732,0.6620704,1,Refusée
164619,0.363945238612397,0.4029119501427337,0.0,-10022,0.0,-2530.0,-87.0,0.2524446218319696,-601.0,2,1,0.0,0,0.0,-2407.0,0,-2407.0,-2611,0.6620593,1,Refusée
164652,0.2431864804420123,0.6796407140669424,0.5,-21935,0.5,,-346.8,,-635.9,2,0,0.0,0,0.0,-637.0,0,-637.0,-2313,0.611403,1,Refusée
164685,0.4365064990977374,0.1457357253102317,0.6666666666666666,-22737,0.25,,-716.1111111111111,,-329.0,2,0,0.0,0,0.0,-630.0,0,-2346.0,-3758,0.75177723,1,Refusée
164717,0.3842068130556564,0.1911604347046854,0.5714285714285714,-14269,0.0,-5114.0,-334.2857142857143,0.358399327212839,-911.6666666666666,2,1,0.0,0,0.0,-723.0,0,-2614.0,-3903,0.6311656,1,Refusée
164721,0.4083588531230431,0.2672428443612409,0.3333333333333333,-13336,0.0,-2363.0,-36.333333333333336,0.1771895620875825,-1060.5,2,1,0.0,0,0.0,-1.0,0,-2769.0,-3268,0.6861053,1,Refusée
164766,0.0534780873611726,0.0001113521337541,0.3333333333333333,-10114,0.2857142857142857,-216.0,-101.0,0.0213565354953529,-226.5,2,1,0.0,0,0.0,-197.0,1,-595.0,-2768,0.9394849,1,Refusée
164776,,0.2333989684822161,1.0,-12637,0.5454545454545454,-311.0,-67.0,0.02461027142518,,2,1,0.0909090909090909,0,0.0909090909090909,-331.0,1,-557.0,-402,0.79866284,1,Refusée
164799,0.2445163919946749,0.5534327857084949,0.8333333333333334,-11503,,-557.0,-787.9444444444445,0.0484221507432843,-497.6666666666667,1,0,,0,,-299.0,1,,-480,0.575203,1,Refusée
164808,0.5989262182569273,0.5690958461182988,0.6666666666666666,-10855,0.6666666666666666,-227.0,-522.8333333333334,0.0209120221096269,-776.0,2,1,0.0,1,0.6666666666666666,-1186.0,0,-584.0,-313,0.59450984,1,Refusée
164819,0.3723336657058204,0.108973413733214,0.3333333333333333,-10024,0.375,-1088.0,-235.5,0.1085395051875498,-373.75,2,1,0.375,0,0.0,0.0,1,-1542.0,-2709,0.82193005,1,Refusée
164821,,0.2925282103670181,1.0,-8803,0.0,-1757.0,-13.0,0.199591048506191,,3,0,0.0,0,0.0,-469.0,1,-469.0,-1493,0.6352192,1,Refusée
164834,0.3962195720630885,0.543495624527233,0.6666666666666666,-11470,0.0,-1394.0,-729.6666666666666,0.1215344376634699,-468.0,2,1,0.0,1,0.0,-271.0,0,-271.0,-2515,0.5597435,1,Refusée
164842,0.4118485559242397,0.3534297858996064,0.75,-10562,0.0,-1517.0,-517.75,0.1436281007384965,-335.0,2,0,0.0,0,0.0,-1046.0,1,-1046.0,-2945,0.5351424,1,Refusée
164855,0.3123653692278984,0.6264973845393977,0.8,-13247,0.3333333333333333,-294.0,-468.8,0.0221937042349211,-1163.0,2,0,0.0,0,0.0,-1974.0,1,-1974.0,-2740,0.54155976,1,Refusée
164891,0.1538025863067176,0.1465543582996152,0.8333333333333334,-10597,0.0,-1276.0,-397.5,0.1204114371992073,-627.0,2,1,1.0,0,0.0,0.0,0,-1099.0,-2839,0.8766883,1,Refusée
164924,0.3944954053123993,0.4110658098692224,0.75,-11641,0.4,-376.0,-529.5,0.0322996306159264,-659.5,1,1,0.0,1,0.0,0.0,1,-1960.0,-4296,0.53769743,1,Refusée
164933,0.1385128770585923,0.655278621936963,0.0,-10526,0.0,-379.0,-12.0,0.0360060801824054,-216.0,2,0,0.0,1,0.0,-636.0,0,-636.0,-3159,0.6342706,1,Refusée
164939,0.3457848024695955,0.0281891825341207,0.3333333333333333,-8590,0.0,-297.0,-23.666666666666668,0.0345750873108265,-139.0,2,1,0.0,0,0.0,0.0,1,-1005.0,-1071,0.8294249,1,Refusée
165020,0.2721336844147212,0.6081091422528817,0.75,-14494,0.75,-3889.0,-731.875,0.2683179246584793,-1505.5,2,0,0.0,0,0.0,-1943.0,0,-854.0,-342,0.58557564,1,Refusée
165027,,0.1839865107280268,0.0,-25154,0.3157894736842105,,-290.5,,-344.5,2,0,0.2631578947368421,0,0.0,-233.0,0,-2776.0,-1691,0.63081306,1,Refusée
165046,0.7421816117614419,0.1802021405936968,1.0,-15823,0.0,-2427.0,-968.5,0.1533843139733299,,3,0,0.0,0,0.0,-617.0,0,-617.0,-4224,0.5353516,1,Refusée
165048,,0.2398809156505725,,-10203,0.0833333333333333,-509.0,,0.0498872880525335,,3,1,0.0,0,0.0,-1641.0,0,-1641.0,-504,0.82710624,1,Refusée
165082,0.1359510441732951,0.5766136002408151,0.0,-13311,0.1428571428571428,-318.0,-18.0,0.0238900157764255,-203.0,2,1,0.1428571428571428,0,0.0,-1681.0,0,-1681.0,-1606,0.7860852,1,Refusée
165133,0.434733248750173,0.50900488680384,0.0,-20427,0.5,,-18.0,,-230.0,3,0,0.0,0,0.0,-355.0,1,-355.0,-1553,0.560769,1,Refusée
165140,0.2276129150623945,0.5904986448005032,0.6190476190476191,-18006,0.6363636363636364,-3643.0,-555.4761904761905,0.2023214484060868,-618.75,2,1,0.0909090909090909,0,0.0,-1536.0,0,-1536.0,-784,0.74740434,1,Refusée
165152,0.2970866116472028,0.5429150345306679,0.0,-19071,0.0909090909090909,-247.0,-37.6,0.0129516019086571,-684.6,2,0,0.0909090909090909,0,0.0,0.0,1,-2806.0,-2609,0.57696843,1,Refusée
165168,0.5136937663039473,0.4835360812770242,0.7777777777777778,-18631,0.4,-1105.0,-585.7777777777778,0.0593097525629327,-411.0,2,1,0.2,0,0.0,-718.0,0,-718.0,-2182,0.60866797,1,Refusée
165188,0.3201633668633456,0.4837381397792957,1.0,-11296,0.5,-1322.0,-305.0,0.1170325779036827,,2,1,0.0,0,0.0,-617.0,1,-884.0,-3882,0.6779584,1,Refusée
165202,0.2301588968634147,0.421656000103135,0.2,-17226,,-5402.0,-61.6,0.3135957273888308,-1226.25,2,1,,0,,0.0,0,,-765,0.6376355,1,Refusée
165204,0.3893387918468769,0.1691001586583281,0.5333333333333333,-12302,0.0,-2265.0,-758.2,0.1841164038367745,-1409.2857142857142,3,0,0.0,1,0.0,-1990.0,0,-2780.0,-4762,0.6013751,1,Refusée
165302,0.3328505641648731,0.6203420635517257,0.0,-14783,0.25,-2261.0,-30.33333333333333,0.1529459514306974,-216.0,2,1,0.5,0,0.0,-1341.0,0,-1341.0,-4089,0.6144366,1,Refusée
165336,0.3606125659189888,0.3190974031753247,0.2857142857142857,-16342,0.2857142857142857,-7815.0,-170.42857142857142,0.4782156406804552,-501.8,2,1,0.0,0,0.0,-158.0,0,-2320.0,-3550,0.69708514,1,Refusée
165339,0.2458512138252296,0.2186857298816932,0.4615384615384615,-22699,0.0909090909090909,,-741.4615384615385,,-1129.6666666666667,2,0,0.1818181818181818,0,0.0,-791.0,0,-821.0,-4992,0.6964454,1,Refusée
165363,,0.4453552544056424,,-13224,0.0,-547.0,,0.0413641863278886,,2,1,0.0,0,0.0,0.0,1,-2568.0,-4744,0.5704126,1,Refusée
165380,0.0638048444715178,0.5438808107116947,,-20569,0.0,-7309.0,,0.3553405610384559,,2,0,1.0,0,0.0,-645.0,0,-645.0,-3864,0.814078,1,Refusée
165428,0.5814837058057234,0.5624773327130226,0.5,-13519,0.4285714285714285,-2116.0,-993.5,0.1565204526962053,,3,1,0.4285714285714285,0,0.1428571428571428,-492.0,1,-492.0,-3933,0.6410558,1,Refusée
165478,0.0932250953774744,0.0228476686406556,0.6153846153846154,-14955,0.1666666666666666,-3170.0,-163.15384615384616,0.2119692410565028,-373.4,1,1,0.1666666666666666,1,0.0,-1029.0,0,-2505.0,-4707,0.78784144,1,Refusée
165500,0.6212263380626669,0.2725037929139668,0.5,-17900,0.3333333333333333,-4308.0,-391.25,0.2406703910614525,-379.0,3,1,0.0,0,0.0,0.0,0,-776.0,-1430,0.6291147,1,Refusée
165511,0.5814837058057234,0.5738779494016795,0.0,-15847,0.2,-1238.0,-487.0,0.078122042026882,-741.0,2,1,0.2,0,0.0,-250.0,0,-729.0,-4365,0.54388773,1,Refusée
165515,0.2079641743053816,0.3369869639539464,0.25,-9500,0.0,-1740.0,-198.25,0.1831578947368421,-423.0,2,1,0.0,0,0.0,-964.0,1,-964.0,-2137,0.7018326,1,Refusée
165530,,0.3244566098772302,,-21271,0.3333333333333333,,,,,2,0,0.2222222222222222,0,0.0,-227.0,0,-1430.0,-4610,0.73780847,1,Refusée
165537,0.6832688314232291,0.3389293643492719,0.75,-13398,0.25,-1487.0,-794.125,0.1109867144349903,-447.5,2,1,0.0,0,0.0,0.0,0,-2660.0,-2010,0.58977765,1,Refusée
165539,0.5028782772082183,0.6573650764576678,0.3333333333333333,-11795,0.0,-1137.0,-321.3333333333333,0.0963967782958881,-593.0,2,1,0.0,0,0.0,0.0,0,-604.0,-2151,0.5456252,1,Refusée
165558,0.7338145369642702,0.1649957037736535,1.0,-16663,0.0,-656.0,-1897.0,0.0393686611054431,,2,1,0.0,0,0.0,-2081.0,0,-2081.0,-209,0.63442063,1,Refusée
165574,0.4066174366275036,0.2644303570292413,0.7272727272727273,-15601,0.2727272727272727,-392.0,-527.2727272727273,0.0251265944490737,-968.0,2,1,0.4545454545454545,1,0.0,-233.0,0,-1028.0,-4369,0.71166354,1,Refusée
165576,0.1082263226697141,0.6814425203382926,0.5,-12493,0.0,-238.0,-31.5,0.0190506683742896,-51.0,2,0,0.0,0,0.0,-291.0,1,-285.0,-2259,0.7199801,1,Refusée
165624,0.4812493411434029,0.2990003145051302,0.5,-13197,0.0,-2285.0,-132.5,0.1731454118360233,-228.0,3,1,0.0,0,0.0,-1024.0,1,-1024.0,-1929,0.5685946,1,Refusée
165633,0.6006575372857061,0.3724270863251111,0.7142857142857143,-12422,0.0,-713.0,-322.42857142857144,0.0573981645467718,-269.5,2,1,0.0,0,0.0,-779.0,0,-779.0,-4853,0.5538226,1,Refusée
165666,0.6246146584503397,0.0300054830009493,0.6,-12987,0.0,-851.0,-416.6,0.0655270655270655,-1446.5,1,0,0.5,0,0.0,-1539.0,0,-2666.0,-3645,0.54156125,1,Refusée
165692,0.3927738606031339,0.3248449664055731,0.6153846153846154,-20573,0.5,,-659.7692307692307,,-429.8,2,0,0.25,0,0.0,0.0,0,-949.0,-3332,0.76323396,1,Refusée
165721,,0.1229113589523627,1.0,-20185,0.5,,-1512.0,,,2,0,1.0,0,0.0,0.0,0,-746.0,-3573,0.6586918,1,Refusée
165726,0.5172965813614878,0.1815889280945417,0.6666666666666666,-9513,0.0,-1050.0,-135.66666666666666,0.1103752759381898,-268.0,2,1,0.0,1,0.0,0.0,0,-581.0,-2200,0.54212826,1,Refusée
165762,0.6246146584503397,0.3306651419984322,0.6,-20228,0.0,,-372.8,,-319.5,2,0,0.0,0,0.0,0.0,0,-1151.0,-1987,0.5370203,1,Refusée
165780,0.6127042441012546,0.266712186832695,0.0,-11341,0.0,-2907.0,-26.0,0.256326602592364,-660.5,3,1,0.0,1,0.0,-1740.0,0,-1740.0,-490,0.6182616,1,Refusée
165822,0.3706496323299817,0.038374992640199,0.6,-11405,0.0,-3440.0,-448.2,0.3016220955721175,-132.5,3,1,0.0,0,0.0,-585.0,1,-585.0,-3479,0.8101456,1,Refusée
165840,,0.6071446282113687,,-12348,0.0,-341.0,,0.0276158082280531,,2,1,0.0,0,0.0,-427.0,1,-427.0,-4648,0.6067812,1,Refusée
165864,,0.1079562976640487,,-18328,0.3333333333333333,,,,,3,0,0.0,0,0.0,-28.0,0,-1825.0,-385,0.7657874,1,Refusée
165887,,0.2283395831472321,,-21506,0.0,,,,,3,0,0.0,0,0.0,-3619.0,0,-2748.0,-4479,0.5847864,1,Refusée
165910,0.1997705696341145,0.3077156684446604,0.5,-14109,0.2,-3048.0,-167.5,0.2160323197958749,-185.66666666666663,2,0,0.0,0,0.0,-749.0,1,-749.0,-2087,0.68390536,1,Refusée
165915,0.6075573001388961,0.1683395427093336,1.0,-10014,,-627.0,-714.5,0.0626123427201917,,2,1,,0,,-486.0,0,,-2676,0.6867549,1,Refusée
165918,0.1276987943727713,0.218054944076744,0.375,-13055,0.0,-3094.0,-443.875,0.2369973190348525,-1275.4,2,1,0.0,1,0.0,-2038.0,0,-2368.0,-2701,0.69654065,1,Refusée
165919,0.1117563710719636,0.5919203020832245,0.6666666666666666,-8394,0.0,-1268.0,-315.6,0.1510602811532046,-392.2,1,1,0.0,1,0.0,-1711.0,0,-1711.0,-1060,0.54257804,1,Refusée
165934,0.1528662291550415,0.0590299845895239,0.4,-15430,0.0,-899.0,-167.4,0.0582631237848347,-621.0,2,1,0.0,0,0.0,-236.0,1,-317.0,-4477,0.8714354,1,Refusée
165951,,0.1643700076695227,,-13636,0.0,-3268.0,,0.2396597242593136,,2,1,0.0,0,0.0,0.0,1,-451.0,-4334,0.61806816,1,Refusée
165959,0.1393757800997895,0.3825653265034911,0.9230769230769232,-12067,0.1111111111111111,-1614.0,-808.4615384615385,0.1337532112372586,-841.0,3,1,0.0,1,0.0,-338.0,1,-2644.0,-3815,0.64754754,1,Refusée
165970,0.4578995512067301,0.6080778739114179,0.7692307692307693,-18779,0.2,-557.0,-725.8461538461538,0.0296607913094414,-778.3333333333334,2,0,0.2,0,0.0,-2058.0,0,-2240.0,-2330,0.54042315,1,Refusée
165990,0.2851799046358216,0.6319866628627371,0.0,-10330,0.0,-122.0,-121.0,0.0118102613746369,-426.5,2,1,0.25,0,0.0,-974.0,0,-974.0,-1512,0.6885994,1,Refusée
166003,0.3979463219016906,0.6205326025598726,1.0,-16538,0.0,-1878.0,-584.0,0.11355665739509,,3,1,0.0,0,0.0,-541.0,0,-541.0,-68,0.58890015,1,Refusée
167239,0.8027454758994178,0.157377696317453,0.8571428571428571,-10067,0.3333333333333333,-3120.0,-828.0,0.3099235124664746,-1483.0,2,1,0.1111111111111111,0,0.0,-1556.0,0,-1678.0,-2732,0.5442561,1,Refusée
167260,0.3077366963789207,0.1557174516498539,0.0,-10254,,-495.0,-30.0,0.048273844353423,-213.0,2,0,,0,,-212.0,0,,-608,0.82298744,1,Refusée
167273,,0.2255925173687322,,-13877,0.0,-641.0,,0.0461915399582042,,3,1,0.0,0,0.0,0.0,1,-2737.0,-4494,0.62903506,1,Refusée
167276,,0.0694074342652176,,-7778,,-229.0,,0.0294420159424016,,2,1,,0,,-128.0,1,,-421,0.63953394,1,Refusée
167296,0.1206410299309233,0.3844213786570694,0.8571428571428571,-18276,0.0,-1097.0,-282.2857142857143,0.0600240752899978,-633.0,2,1,0.0,1,0.0,-2550.0,0,-2676.0,-1812,0.71549505,1,Refusée
167299,0.3689687382528466,0.3136631886765626,1.0,-19383,0.0,-2769.0,-1091.0,0.1428571428571428,,2,1,1.0,0,0.0,-37.0,0,-2315.0,-2412,0.6565218,1,Refusée
167401,0.3185955240537633,0.5606575410379087,0.5,-13170,0.3333333333333333,-6422.0,-319.875,0.4876233864844343,-844.0,2,1,0.0,0,0.0,0.0,0,-1802.0,-3937,0.5803276,1,Refusée
167433,0.25533177083329,0.5866012314213017,0.5,-11706,0.0,-2135.0,-582.0,0.1823851016572698,-1445.5,2,1,0.2,1,0.0,-1582.0,0,-1582.0,-3354,0.5599809,1,Refusée
167437,0.3979463219016906,0.4742591816339269,0.5555555555555556,-16218,0.0,-3612.0,-657.6666666666666,0.2227155012948575,-656.0,3,1,0.0,0,0.0,-2564.0,0,-2564.0,-4707,0.6208668,1,Refusée
167557,0.1482543790610911,0.5763626690924039,1.0,-13003,0.0,-1306.0,-970.75,0.1004383603783742,,2,1,0.3333333333333333,1,0.0,-1252.0,1,-1252.0,-2578,0.6407047,1,Refusée
167566,0.4101025731788671,0.4157376296770533,0.6666666666666666,-14674,0.4444444444444444,-5683.0,-629.5555555555555,0.3872836309118168,-1376.0,2,1,0.0,0,0.0,-2734.0,1,-2734.0,-362,0.544991,1,Refusée
167572,,0.2258141706242274,,-12595,0.4444444444444444,-983.0,,0.0780468439857086,,3,1,0.2222222222222222,0,0.4444444444444444,0.0,1,-472.0,-4286,0.7891337,1,Refusée
167573,0.228883416700673,0.6192650803166241,0.25,-15841,0.1666666666666666,-437.0,-22.75,0.0275866422574332,-361.0,2,1,0.0,0,0.0,-1251.0,1,-2781.0,-4550,0.67087823,1,Refusée
167592,0.2009260877159709,0.6120573562691519,0.3333333333333333,-14229,0.2,-4381.0,-126.66666666666669,0.3078923325602642,-409.5,2,1,0.2,1,0.0,-355.0,0,-2763.0,-2212,0.5897739,1,Refusée
167631,0.237916079507114,0.1981878566400798,0.7241379310344828,-11126,0.3333333333333333,-836.0,-871.4137931034483,0.075139313320151,-992.8571428571428,3,1,0.3333333333333333,0,0.0,-1480.0,1,-2616.0,-3819,0.7852198,1,Refusée
167637,0.221335206354466,0.322379907840099,0.125,-15501,0.1111111111111111,-6560.0,-203.0,0.4231985033223663,-541.2857142857143,2,1,0.0,0,0.0,-913.0,1,-913.0,-5012,0.63040906,1,Refusée
167648,0.1437580534911652,0.6653283346950387,0.5,-12360,0.375,-846.0,-483.25,0.0684466019417475,-694.0,2,1,0.125,0,0.0,-2818.0,0,-2179.0,-3737,0.76733714,1,Refusée
167697,0.0920128093981064,0.6344042327396211,0.3333333333333333,-9998,0.2222222222222222,-1498.0,-709.3333333333334,0.1498299659931986,-173.5,2,0,0.0,0,0.0,-1984.0,1,-2645.0,-2655,0.66804457,1,Refusée
167717,,0.5426165549472463,1.0,-16637,0.3333333333333333,-3356.0,-387.0,0.2017190599266694,,2,1,0.6666666666666666,0,0.0,-174.0,1,-875.0,-189,0.62531435,1,Refusée
